Flow ID, Source IP, Source Port, Destination IP, Destination Port, Protocol, Timestamp, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min,Prediction_Class,Prediction_Probability,Risk_Score,Alert_Triggered
172.16.0.1-192.168.10.50-17268-80-6,172.16.0.1,17268,192.168.10.50,80,6,7/7/2017 3:58,169325,3,6,26,11601,20,0,8.666666667,10.26320288,5840,0,1933.5,2201.078258,68666.7651,53.15222206,21165.625,58127.98845,164989,18,3975,1987.5,2594.37478,3822,153,169307,33861.4,73322.3571,164989,47,0,0,0,0,72,132,17.71740735,35.43481471,0,5840,1162.7,1918.795458,3681776.011,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS,0.9928,Critical,YES
172.16.0.1-192.168.10.50-63933-80-6,172.16.0.1,63933,192.168.10.50,80,6,7/7/2017 4:04,169547,3,5,26,11607,20,0,8.666666667,10.26320288,7215,0,2321.4,3327.769794,68612.24321,47.18455649,24221,63743.8924,168778,1,554,277,390.3229432,553,1,169501,42375.25,84268.82031,168778,5,0,0,0,0,72,112,17.69420869,29.49034781,0,7215,1292.555556,2650.585648,7025604.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS,0.9942,Critical,YES
172.16.0.1-192.168.10.50-23336-80-6,172.16.0.1,23336,192.168.10.50,80,6,7/7/2017 4:02,7966836,5,0,30,0,6,6,6,0,0,0,0,0,3.765610338,0.627601723,1991709,3982768.667,7965862,291,7966836,1991709,3982768.667,7965862,291,0,0,0,0,0,0,0,0,0,100,0,0.627601723,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,974,0,974,974,7965862,0,7965862,7965862,DDoS,0.7297,Medium,NO
192.168.10.12-119.205.194.11-40480-80-6,192.168.10.12,40480,119.205.194.11,80,6,7/7/2017 3:55,212702,1,1,6,6,6,6,6,0,6,6,6,0,56.41695894,9.40282649,212702,0,212702,212702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,4.701413245,4.701413245,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,254,143,0,20,0,0,0,0,0,0,0,0,BENIGN,0.0031,Low,NO
172.16.0.1-192.168.10.50-51427-80-6,172.16.0.1,51427,192.168.10.50,80,6,7/7/2017 3:57,325305,4,0,24,0,6,6,6,0,0,0,0,0,73.77691705,12.29615284,108435,186936.5943,324290,3,325305,108435,186936.5943,324290,3,0,0,0,0,0,0,0,0,0,80,0,12.29615284,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0,DDoS,0.7297,Medium,NO
172.16.0.1-192.168.10.50-27440-80-6,172.16.0.1,27440,192.168.10.50,80,6,7/7/2017 4:05,37025,3,4,26,11601,20,0,8.666666667,10.26320288,8760,0,2900.25,4128.319301,314031.0601,189.061445,6170.833333,13186.79649,32935,2,33024,16512,23348.66591,33022,2,36938,12312.66667,18104.83969,33124,189,0,0,0,0,72,92,81.02633356,108.0351114,0,8760,1453.375,3113.952607,9696700.839,0,0,0,1,0,0,0,0,1,1661,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS,0.9820,Critical,YES
172.16.0.1-192.168.10.50-50181-80-6,172.16.0.1,50181,192.168.10.50,80,6,7/7/2017 3:57,952935,3,5,26,11607,20,0,8.666666667,10.26320288,10135,0,2321.4,4413.201989,12207.54826,8.395116141,136133.5714,359654.0086,951752,13,901,450.5,424.9711755,751,150,952922,238230.5,475681.1778,951752,13,0,0,0,0,72,112,3.148168553,5.246947588,0,10135,1292.555556,3350.634907,11200000,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS,0.9942,Critical,YES
172.16.0.1-192.168.10.50-42321-80-6,192.168.10.50,80,172.16.0.1,42321,6,7/7/2017 4:15,8574681,1,6,1375,30,1375,1375,1375,0,6,0,5,2.449489743,163.8544921,0.8163569,1429113.5,3492161.092,8557454,1,0,0,0,0,0,8567787,1713557.4,3825855.966,8557454,1,1,0,0,0,20,132,0.116622414,0.699734486,0,1375,347.5,634.1901472,402197.1429,0,1,0,0,1,1,0,0,6,397.1428571,1375,5,20,0,0,0,0,0,0,1,1375,6,30,229,0,0,20,17227,0,17227,17227,8557454,0,8557454,8557454,BENIGN,0.0047,Low,NO
192.168.10.15-72.21.91.29-61052-80-6,72.21.91.29,80,192.168.10.15,61052,6,7/7/2017 4:53,136,1,1,6,6,6,6,6,0,6,6,6,0,88235.29412,14705.88235,136,0,136,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,7352.941176,7352.941176,6,6,6,0,0,0,0,0,0,1,1,0,0,1,9,6,6,20,0,0,0,0,0,0,1,6,1,6,286,256,0,20,0,0,0,0,0,0,0,0,BENIGN,0.0031,Low,NO
172.16.0.1-192.168.10.50-32558-80-6,172.16.0.1,32558,192.168.10.50,80,6,7/7/2017 4:09,1177414,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,9880.127126,5.945232518,196235.6667,480165.8462,1176370,6,902,451,429.920923,755,147,1177280,392426.6667,678914.9903,1176370,6,0,0,0,0,72,92,2.547956793,3.397275725,0,11595,1454.125,4097.537534,16800000,0,0,0,1,0,0,0,0,1,1661.857143,8.666666667,2901.75,72,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS,0.9942,Critical,YES
172.16.0.1-192.168.10.50-54937-80-6,172.16.0.1,54937,192.168.10.50,80,6,7/7/2017 3:58,931926,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,12482.75078,9.657419151,116490.75,329194.7061,931206,2,567,283.5,334.4615075,520,47,931867,186373.4,416374.1445,931206,2,0,0,0,0,72,132,3.219139717,6.438279434,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS,0.9942,Critical,YES
172.16.0.1-192.168.10.50-60149-80-6,172.16.0.1,60149,192.168.10.50,80,6,7/7/2017 4:11,58602,3,4,26,11601,20,0,8.666666667,10.26320288,5840,0,2900.25,3345.636997,198406.1977,119.4498481,9767,16758.41022,41409,14,17022,8511,11042.1795,16319,703,58449,19483,20748.53913,41409,157,0,0,0,0,72,92,51.19279205,68.25705607,0,5840,1453.375,2681.356423,7189672.268,0,0,0,1,0,0,0,0,1,1661,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS,0.9885,Critical,YES
172.16.0.1-192.168.10.50-57813-80-6,172.16.0.1,57813,192.168.10.50,80,6,7/7/2017 4:00,78437600,8,6,56,11601,20,0,7,5.656854249,5840,0,1933.5,2189.772933,148.61495,0.178485828,6033661.538,20500000,74200000,2,76600000,10900000,27900000,74200000,2,1857760,371552,822228.5174,1842353,44,0,0,0,0,172,132,0.101991902,0.076493926,0,5840,777.5333333,1633.102694,2667024.41,0,0,0,0,1,0,0,0,0,833.0714286,7,1933.5,172,0,0,0,0,0,0,8,56,6,11601,256,229,6,20,2421962,0,2421962,2421962,74200000,0,74200000,74200000,DDoS,0.7297,Medium,NO
172.16.0.1-192.168.10.50-62751-80-6,172.16.0.1,62751,192.168.10.50,80,6,7/7/2017 4:04,9463451,8,5,56,11601,20,0,7,5.656854249,4380,0,2320.2,2207.341206,1231.791658,1.373706061,788620.9167,2076433.923,7198665,3,8897758,1271108.286,2685180.698,7198665,3,599611,149902.75,277201.7778,565021,159,0,0,0,0,172,112,0.845357576,0.528348485,0,4380,833.0714286,1679.986285,2822353.918,0,0,0,0,1,0,0,0,0,897.1538462,7,2320.2,172,0,0,0,0,0,0,8,56,5,11601,256,229,6,20,1665123,0,1665123,1665123,7198665,0,7198665,7198665,DDoS,0.7297,Medium,NO
172.16.0.1-192.168.10.50-49814-80-6,192.168.10.50,80,172.16.0.1,49814,6,7/7/2017 4:05,81050949,6,10,11613,68,10135,0,1935.5,4058.890772,20,0,6.8,5.006662228,144.1192256,0.197406695,5403396.6,18700000,72600000,1,81100000,16200000,36000000,80700000,5,80600000,8959598.222,24000000,72600000,1,0,0,0,0,132,212,0.074027511,0.123379185,0,10135,687.4705882,2459.880437,6051011.765,0,0,0,0,1,1,0,0,1,730.4375,1935.5,6.8,132,0,0,0,0,0,0,6,11613,10,68,229,256,4,20,39527,0,39527,39527,40300000,45600000,72600000,8040790,DDoS,0.7297,Medium,NO
172.217.6.206-192.168.10.9-443-8680-6,192.168.10.9,8680,172.217.6.206,443,6,7/7/2017 3:30,62590235,7,2,187,92,46,6,26.71428571,20.0890873,46,46,46,0,4.457564347,0.143792398,7823779.375,20600000,58600000,48,62600000,10400000,23600000,58600000,48,58900000,58900000,0,58900000,58900000,1,0,0,0,140,40,0.111838532,0.031953866,6,46,32.5,18.86354509,355.8333333,0,1,0,0,1,0,0,0,0,36.11111111,26.71428571,46,140,0,0,0,0,0,0,7,187,2,92,254,377,6,20,249345,0,249345,249345,58600000,0,58600000,58600000,DDoS,0.7297,Medium,NO
172.16.0.1-192.168.10.50-53166-80-6,172.16.0.1,53166,192.168.10.50,80,6,7/7/2017 4:07,231625,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,50223.42148,30.22126282,38604.16667,94225.20897,230940,1,643,321.5,453.2554467,642,1,231577,77192.33333,133149.7542,230940,5,0,0,0,0,72,92,12.95196978,17.26929304,0,11595,1454.125,4097.537534,16800000,0,0,0,1,0,0,0,0,1,1661.857143,8.666666667,2901.75,72,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS,0.9942,Critical,YES
172.16.0.1-192.168.10.50-35237-80-6,172.16.0.1,35237,192.168.10.50,80,6,7/7/2017 4:11,773323,3,5,26,11601,20,0,8.666666667,10.26320288,5840,0,2320.2,2436.833027,15035.11469,10.34496582,110474.7143,287057.6521,761398,5,11042,5521,7800.80201,11037,5,773146,193286.5,378777.6639,761398,187,0,0,0,0,72,112,3.879362181,6.465603635,0,5840,1291.888889,2110.95076,4456113.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS,0.9907,Critical,YES
192.168.10.3-192.168.10.5-53-61679-17,192.168.10.5,61679,192.168.10.3,53,17,7/7/2017 4:32,800,2,2,108,224,54,54,54,0,112,112,112,0,415000,5000,266.6666667,418.3184592,749,3,3,3,0,3,3,48,48,0,48,48,0,0,0,0,40,64,2500,2500,54,112,77.2,31.76790834,1009.2,0,0,0,0,0,0,0,0,1,96.5,54,112,40,0,0,0,0,0,0,2,108,2,224,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN,0.0031,Low,NO
192.168.10.3-192.168.10.16-53-19296-17,192.168.10.16,19296,192.168.10.3,53,17,7/7/2017 4:58,50657,2,2,74,198,37,37,37,0,99,99,99,0,5369.445486,78.96243362,16885.66667,29243.3685,50653,1,1,1,0,1,1,3,3,0,3,3,0,0,0,0,64,64,39.48121681,39.48121681,37,99,61.8,33.95879857,1153.2,0,0,0,0,0,0,0,0,1,77.25,37,99,64,0,0,0,0,0,0,2,74,2,198,-1,-1,1,32,0,0,0,0,0,0,0,0,BENIGN,0.0031,Low,NO
172.16.0.1-192.168.10.50-34758-80-6,172.16.0.1,34758,192.168.10.50,80,6,7/7/2017 4:11,193317,3,6,26,11601,20,0,8.666666667,10.26320288,4380,0,1933.5,1757.789948,60144.73637,46.55565729,24164.625,63740.55559,181676,11,10743,5371.5,6886.512942,10241,502,193306,38661.2,80078.26886,181676,48,0,0,0,0,72,132,15.51855243,31.03710486,0,4380,1162.7,1645.241762,2706820.456,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS,0.9907,Critical,YES
192.168.10.3-192.168.10.12-53-40465-17,192.168.10.12,40465,192.168.10.3,53,17,7/7/2017 4:13,230,2,2,64,204,32,32,32,0,102,102,102,0,1165217.391,17391.30435,76.66666667,90.97985125,178,2,2,2,0,2,2,50,50,0,50,50,0,0,0,0,40,40,8695.652174,8695.652174,32,102,60,38.34057903,1470,0,0,0,0,0,0,0,0,1,75,32,102,40,0,0,0,0,0,0,2,64,2,204,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN,0.0031,Low,NO
172.16.0.1-192.168.10.50-59027-80-6,172.16.0.1,59027,192.168.10.50,80,6,7/7/2017 4:10,95874106,9,6,62,11601,20,0,6.888888889,5.30199124,7300,0,1933.5,2720.783986,121.6491135,0.156455175,6848150.429,24200000,90700000,1,95900000,12000000,31900000,90700000,1,32713,6542.6,9615.200196,21768,94,0,0,0,0,192,132,0.093873105,0.06258207,0,7300,729.3125,1842.719032,3395613.429,0,0,0,0,1,0,0,0,0,777.9333333,6.888888889,1933.5,192,0,0,0,0,0,0,9,62,6,11601,256,229,7,20,1012,0,1012,1012,47900000,60500000,90700000,5147900,DDoS,0.7297,Medium,NO
172.16.0.1-192.168.10.50-34042-80-6,172.16.0.1,34042,192.168.10.50,80,6,7/7/2017 4:10,3470964,4,0,24,0,6,6,6,0,0,0,0,0,6.914505596,1.152417599,1156988,2000477.363,3466940,1013,3470964,1156988,2000477.363,3466940,1013,0,0,0,0,0,0,0,0,0,80,0,1.152417599,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0,0,0,0,0,0,0,0,DDoS,0.7297,Medium,NO
172.16.0.1-192.168.10.50-38781-80-6,172.16.0.1,38781,192.168.10.50,80,6,7/7/2017 4:13,1493229,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,7790.499649,4.68782752,248871.5,609231.4837,1492460,5,680,340,264.4579362,527,153,1493214,497738,861454.602,1492460,5,0,0,0,0,72,92,2.009068937,2.678758583,0,11595,1454.125,4097.537534,16800000,0,0,0,1,0,0,0,0,1,1661.857143,8.666666667,2901.75,72,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS,0.9942,Critical,YES
178.255.83.1-192.168.10.14-80-58244-6,192.168.10.14,58244,178.255.83.1,80,6,7/7/2017 4:13,48304,3,4,436,872,430,0,145.3333333,246.5468177,860,0,218,428.0093457,27078.50282,144.9155349,8050.666667,11774.17533,23339,1,24391,12195.5,15903.53862,23441,950,24965,8321.666667,13756.33106,24200,1,0,0,0,0,72,92,62.10665783,82.80887711,0,860,163.5,318.6466919,101535.7143,0,0,0,1,0,0,0,0,1,186.8571429,145.3333333,218,72,0,0,0,0,0,0,3,436,4,872,8192,31,2,20,0,0,0,0,0,0,0,0,BENIGN,0.0036,Low,NO
172.16.0.1-192.168.10.50-22118-80-6,172.16.0.1,22118,192.168.10.50,80,6,7/7/2017 4:02,6142828,4,0,24,0,6,6,6,0,0,0,0,0,3.90699528,0.65116588,2047609.333,3545713.862,6141847,4,6142828,2047609.333,3545713.862,6141847,4,0,0,0,0,0,0,0,0,0,80,0,0.65116588,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,981,0,981,981,6141847,0,6141847,6141847,DDoS,0.7297,Medium,NO
172.16.0.1-192.168.10.50-55238-80-6,172.16.0.1,55238,192.168.10.50,80,6,7/7/2017 4:08,89920782,8,6,56,11601,20,0,7,5.656854249,5840,0,1933.5,2189.772933,129.6363281,0.155692596,6916983.231,23400000,84600000,1,89900000,12800000,31700000,84600000,1,37199,7439.8,16070.18655,36185,62,0,0,0,0,172,132,0.088967198,0.066725398,0,5840,777.5333333,1633.102694,2667024.41,0,0,0,0,1,0,0,0,0,833.0714286,7,1933.5,172,0,0,0,0,0,0,8,56,6,11601,256,229,6,20,1896,0,1896,1896,44900000,56100000,84600000,5264988,DDoS,0.7297,Medium,NO
172.16.0.1-192.168.10.50-63852-80-6,172.16.0.1,63852,192.168.10.50,80,6,7/7/2017 4:15,10564897,4,0,24,0,6,6,6,0,0,0,0,0,2.271673827,0.378612305,3521632.333,6097929.665,10600000,986,10600000,3521632.333,6097929.665,10600000,986,0,0,0,0,0,0,0,0,0,80,0,0.378612305,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,1982,0,1982,1982,10600000,0,10600000,10600000,DDoS,0.7297,Medium,NO
172.16.0.1-192.168.10.50-53672-80-6,172.16.0.1,53672,192.168.10.50,80,6,7/7/2017 3:57,70727802,8,5,56,11601,20,0,7,5.656854249,5840,0,2320.2,2436.833027,164.814962,0.183803252,5893983.5,18800000,65600000,1,70100000,10000000,24600000,65600000,1,629766,157441.5,305759.0258,615989,202,0,0,0,0,172,112,0.113109693,0.070693558,0,5840,833.0714286,1774.906302,3150292.379,0,0,0,0,1,0,0,0,0,897.1538462,7,2320.2,172,0,0,0,0,0,0,8,56,5,11601,256,229,6,20,4513044,0,4513044,4513044,65600000,0,65600000,65600000,DDoS,0.7297,Medium,NO
172.16.0.1-192.168.10.50-57628-80-6,172.16.0.1,57628,192.168.10.50,80,6,7/7/2017 4:01,12178665,4,0,24,0,6,6,6,0,0,0,0,0,1.970659346,0.328443224,4059555,7029693.678,12200000,3,12200000,4059555,7029693.678,12200000,3,0,0,0,0,0,0,0,0,0,80,0,0.328443224,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.5,6,0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,1919,0,1919,1919,12200000,0,12200000,12200000,DDoS,0.7297,Medium,NO
192.168.10.5-212.48.7.146-56888-80-6,192.168.10.5,56888,212.48.7.146,80,6,7/7/2017 4:47,5301489,11,15,383,22045,329,0,34.81818182,97.58567332,3053,0,1469.666667,969.5094243,4230.509579,4.904282552,212059.56,987952.9301,4950672,12,350762,35076.2,56161.3979,117259,48,5185454,370389.5714,1318957.318,4950672,48,0,0,0,0,232,312,2.074888772,2.82939378,0,3053,830.6666667,1019.737032,1039863.615,0,0,0,1,0,0,0,0,1,862.6153846,34.81818182,1469.666667,232,0,0,0,0,0,0,11,383,15,22045,8192,31,10,20,0,0,0,0,0,0,0,0,BENIGN,0.0832,Low,NO
192.168.10.1-192.168.10.3-53-61694-17,192.168.10.3,61694,192.168.10.1,53,17,7/7/2017 4:23,61146,1,1,47,223,47,47,47,0,223,223,223,0,4415.660877,32.70859909,61146,0,61146,61146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,16.35429955,16.35429955,47,223,105.6666667,101.6136474,10325.33333,0,0,0,0,0,0,0,0,1,158.5,47,223,20,0,0,0,0,0,0,1,47,1,223,-1,-1,0,20,0,0,0,0,0,0,0,0,BENIGN,0.0031,Low,NO
172.16.0.1-192.168.10.50-25075-80-6,172.16.0.1,25075,192.168.10.50,80,6,7/7/2017 4:03,1742193,3,7,26,11607,20,0,8.666666667,10.26320288,4380,0,1658.142857,1942.877285,6677.216589,5.739892193,193577,580274.6685,1740976,3,873,436.5,549.421969,825,48,1742096,290349.3333,710659.1028,1740976,3,0,0,0,0,72,152,1.721967658,4.017924535,0,4380,1057.545455,1720.253084,2959270.673,0,0,0,1,0,0,0,0,2,1163.3,8.666666667,1658.142857,72,0,0,0,0,0,0,3,26,7,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS,0.9942,Critical,YES
172.16.0.1-192.168.10.50-59046-80-6,192.168.10.50,80,172.16.0.1,59046,6,7/7/2017 4:02,9924461,1,5,6,30,6,6,6,0,6,6,6,0,3.627401025,0.604566837,1984892.2,4430705.277,9910777,3,0,0,0,0,0,9917933,2479483.25,4954196.566,9910777,3,0,0,0,0,20,100,0.10076114,0.503805698,6,6,6,0,0,0,0,0,0,1,1,0,0,5,7,6,6,20,0,0,0,0,0,0,1,6,5,30,229,0,0,20,13684,0,13684,13684,9910777,0,9910777,9910777,BENIGN,0.0031,Low,NO
172.16.0.1-192.168.10.50-57473-80-6,192.168.10.50,80,172.16.0.1,57473,6,7/7/2017 4:11,8105690,1,5,1375,24,1375,1375,1375,0,6,0,4.8,2.683281573,172.5948069,0.740220759,1621138,3612362.109,8083124,3,0,0,0,0,0,8094762,2023690.5,4039623.321,8083124,3,1,0,0,0,20,112,0.123370126,0.616850632,0,1375,396.2857143,668.5927296,447016.2381,0,1,0,0,1,1,0,0,5,462.3333333,1375,4.8,20,0,0,0,0,0,0,1,1375,5,24,229,0,0,20,22566,0,22566,22566,8083124,0,8083124,8083124,BENIGN,0.0047,Low,NO
172.16.0.1-192.168.10.50-23589-80-6,172.16.0.1,23589,192.168.10.50,80,6,7/7/2017 4:02,117164,3,4,26,11601,20,0,8.666666667,10.26320288,8760,0,2900.25,4128.319301,99236.96699,59.74531426,19527.33333,42329.86185,105493,9,10992,5496,7759.789817,10983,9,117039,39013,57811.78794,105493,528,0,0,0,0,72,92,25.60513468,34.14017958,0,8760,1453.375,3113.952607,9696700.839,0,0,0,1,0,0,0,0,1,1661,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS,0.9907,Critical,YES
157.240.18.35-192.168.10.14-443-58530-6,157.240.18.35,443,192.168.10.14,58530,6,7/7/2017 4:26,5,3,0,83,0,46,6,27.66666667,20.20725942,0,0,0,0,16600000,600000,2.5,2.121320344,4,1,5,2.5,2.121320344,4,1,0,0,0,0,0,1,0,0,0,60,0,600000,0,6,46,32.25,18.87458609,356.25,0,1,0,0,1,0,0,0,0,43,27.66666667,0,60,0,0,0,0,0,0,3,83,0,0,155,-1,2,20,0,0,0,0,0,0,0,0,BENIGN,0.0031,Low,NO
172.16.0.1-192.168.10.50-39022-80-6,172.16.0.1,39022,192.168.10.50,80,6,7/7/2017 4:13,444561,3,5,26,11607,20,0,8.666666667,10.26320288,7215,0,2321.4,3327.769794,26167.3876,17.99528074,63508.71429,167471.0432,443297,4,876,438,425.6782823,739,137,444509,111127.25,221446.9774,443297,4,0,0,0,0,72,112,6.748230277,11.24705046,0,7215,1292.555556,2650.585648,7025604.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS,0.9942,Critical,YES
151.101.65.34-192.168.10.16-80-52606-6,151.101.65.34,80,192.168.10.16,52606,6,7/7/2017 4:00,102,1,1,0,0,0,0,0,0,0,0,0,0,0,19607.84314,102,0,102,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,9803.921569,9803.921569,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,99,1456,0,32,0,0,0,0,0,0,0,0,BENIGN,0.0040,Low,NO
192.168.10.9-205.174.165.73-9517-8080-6,192.168.10.9,9517,205.174.165.73,8080,6,7/7/2017 4:08,1008930,3,3,0,18,0,0,0,0,6,6,6,0,17.8406827,5.946894234,201786,275474.4288,508403,560,1008236,504118,6932.474883,509020,499216,1008313,504156.5,6797.417488,508963,499350,0,0,0,0,92,60,2.973447117,2.973447117,0,6,2.571428571,3.207134903,10.28571429,0,0,0,1,0,0,0,0,1,3,0,6,92,0,0,0,0,0,0,3,0,3,18,8192,0,0,28,0,0,0,0,0,0,0,0,DDoS,0.9907,Critical,YES
172.16.0.1-192.168.10.50-49706-80-6,172.16.0.1,49706,192.168.10.50,80,6,7/7/2017 4:05,29622,3,5,26,11601,20,0,8.666666667,10.26320288,7300,0,2320.2,3022.508098,392512.3219,270.0695429,4231.714286,7581.234985,19462,47,9658,4829,6762.769255,9611,47,29567,7391.75,9191.805023,19462,175,0,0,0,0,72,112,101.2760786,168.7934643,0,7300,1291.888889,2460.652985,6054813.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS,0.9907,Critical,YES
172.16.0.1-192.168.10.50-61809-80-6,172.16.0.1,61809,192.168.10.50,80,6,7/7/2017 4:14,3063954,5,0,30,0,6,6,6,0,0,0,0,0,9.791269712,1.631878285,765988.5,1531297.741,3062935,1,3063954,765988.5,1531297.741,3062935,1,0,0,0,0,0,0,0,0,0,100,0,1.631878285,0,6,6,6,0,0,0,0,0,0,1,0,0,0,0,7.2,6,0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0,0,0,0,0,0,0,0,DDoS,0.7297,Medium,NO
172.16.0.1-192.168.10.50-26978-80-6,172.16.0.1,26978,192.168.10.50,80,6,7/7/2017 4:05,27831,3,5,26,11601,20,0,8.666666667,10.26320288,4380,0,2320.2,2207.341206,417771.5497,287.4492472,3975.857143,8888.894521,23977,2,24078,12039,17022.88865,24076,2,27732,6933,11626.05645,24249,184,0,0,0,0,72,112,107.7934677,179.6557795,0,4380,1291.888889,1980.710254,3923213.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS,0.9776,Critical,YES
